# BEAST v1.10.0 Prerelease #VEME2017
# Generated Mon Jul 09 20:41:03 UTC 2018 [seed=666]
# -beagle_scaling always -overwrite -threads 4 -beagle_SSE -beagle_instances 2 -seed 666 -errors 1000 P01S2_RC_Const.Rep1.xml
# keywords: discretized_branch_rates
state	posterior	prior	likelihood	treeModel.rootHeight	age(root)	constant.popSize	kappa	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-12463.418384878567	-1048.5314871678206	-11414.886897710747	13.012374690991464	-1.0123746909914644	1.0	2.0	0.5	1.0	0.3333333333333333	1.0228630960857947	0.3485108131242069	-0.0491381985882242	-11414.886897710747	-922.3574719519911	-99.31654407782749
10000	-7497.464788374029	-1116.9440096329238	-6380.5207787411055	13.574424136240426	-1.5744241362404257	3.0899895042978875	3.515387856789688	0.10369238656384121	0.2192292373897696	0.5577384927189413	0.08086959789000958	2.140932958391427	-0.019210513279277128	-6380.5207787411055	-922.3574719519911	-184.17419771864942
20000	-7086.976601417475	-1102.9092642390272	-5984.067337178448	13.290825343348912	-1.2908253433489119	2.8470174968800697	3.6585237499848584	0.12324689021557578	0.16561249821625676	0.4457486762224454	0.06364879737532156	2.1574048405043413	-0.014144759254382773	-5984.067337178448	-922.3574719519911	-173.05762061319484
30000	-6873.135442371151	-1106.3846015771237	-5766.750840794028	14.153479290983089	-2.153479290983089	3.1379878713426765	3.6733261558661074	0.11356591417279543	0.11398022094119539	0.23076610908818654	0.05030749986403361	1.9099077586753013	0.040610409470720664	-5766.750840794028	-922.3574719519911	-179.16231084688152
40000	-6700.270117027676	-1114.9130856841325	-5585.357031343544	14.312379901644055	-2.3123799016440554	3.0503421911793254	3.5799028467813874	0.11838602318553039	0.09991562440862473	0.1645409058807764	0.0519737063644782	1.7148081483283255	0.05067500985199434	-5585.357031343544	-922.3574719519911	-188.41723417518483
50000	-6609.360216225369	-1111.7275346872984	-5497.632681538071	13.968481924273297	-1.9684819242732967	2.979110170116499	3.293981998826663	0.1171497790753631	0.08320712975740857	0.16775476886370563	0.04958012316951696	1.8857451868252006	-0.014119174064414215	-5497.632681538071	-922.3574719519911	-186.2327848247838
60000	-6527.71932250565	-1116.835782038678	-5410.883540466972	13.797291143494057	-1.797291143494057	3.1051609604925807	3.1576726871245397	0.11995277321200448	0.07432395419947761	0.10755862052824629	0.039067661144028085	1.4590543609220628	-0.03234234836086125	-5410.883540466972	-922.3574719519911	-191.93282888415655
70000	-6395.4900556354705	-1124.5599993066717	-5270.930056328799	13.96096945911965	-1.9609694591196494	3.655217830456168	3.8170793557932656	0.12056957316342576	0.05612143421140608	0.07953920772672597	0.032844100859401405	1.4176365654320668	-0.01157059604455375	-5270.930056328799	-922.3574719519911	-200.0972399909483
80000	-6238.031989833371	-1128.723272687004	-5109.308717146367	15.233158780986416	-3.2331587809864164	3.996185600808436	3.761036169859816	0.13115461050541716	0.036226917300661785	0.04577935300870448	0.022240679772220634	1.124489187154853	-0.028857794357435507	-5109.308717146367	-922.3574719519911	-205.15361786290057
90000	-6227.978653981765	-1111.526991392562	-5116.451662589203	14.726776709768693	-2.726776709768693	2.52522438906282	3.118073385271136	0.1277216793317835	0.046785651231193735	0.0751770735691468	0.022891479713901895	1.3810391665158124	0.009589024121848661	-5116.451662589203	-922.3574719519911	-188.06333841859436
100000	-6247.010085303912	-1108.446780673112	-5138.5633046308	14.492783788748932	-2.492783788748932	2.994681214180849	4.295569467865436	0.13542823343057325	0.05059323369661581	0.07221844517352162	0.025980905104721768	1.4262816135597707	0.013084138969643475	-5138.5633046308	-922.3574719519911	-184.27858377517018
