# BEAST v1.10.0 Prerelease #VEME2017
# Generated Tue Jul 10 14:27:40 UTC 2018 [seed=666]
# -beagle_scaling always -overwrite -threads 2 -beagle_SSE -beagle_instances 2 -seed 666 -errors 1000 P01S3_RC_Const.xml
# keywords: discretized_branch_rates
state	posterior	prior	likelihood	treeModel.rootHeight	age(root)	constant.popSize	kappa	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-12840.863629846195	-1048.5314871678206	-11792.332142678375	13.012374690991464	-1.0123746909914644	1.0	2.0	0.5	1.0	0.3333333333333333	1.0228630960857947	0.3485108131242069	-0.0491381985882242	-11792.332142678375	-922.3574719519911	-99.31654407782749
10000	-6650.836901796422	-1121.0148820550933	-5529.822019741329	12.76657260135817	-0.7665726013581704	2.847936070699493	3.9491537936065573	0.1009176660896647	0.12117021459603869	0.28954363585317416	0.04382820250487102	2.2109745810889914	-0.02443660055499791	-5529.822019741329	-922.3574719519911	-192.6054963278942
20000	-6366.0641248388365	-1113.256833874779	-5252.807290964058	12.784362774109123	-0.7843627741091233	2.762730512841939	3.505201991853072	0.10801570954412236	0.10466506147713826	0.36336284661592744	0.035072158379037835	2.510597496824696	-0.018624568042193083	-5252.807290964058	-922.3574719519911	-185.65217236814075
30000	-6233.05218407963	-1115.156314459404	-5117.895869620226	13.543460397800636	-1.5434603978006365	3.3187070854049754	3.398284757160307	0.10052041726541358	0.07977466978315316	0.36530210790298184	0.03947753961106829	2.6278113745646876	-0.027030465148370767	-5117.895869620226	-922.3574719519911	-189.16817640297418
40000	-6136.945064935779	-1110.7237362948351	-5026.221328640943	14.444077087641888	-2.4440770876418885	3.311697754001022	3.6823530623249874	0.11733997459585596	0.08735758119950776	0.3726084312305974	0.03601688108080981	2.3007576627699944	-0.04285433614664265	-5026.221328640943	-922.3574719519911	-184.02237666335728
50000	-6045.149759137478	-1099.409783046556	-4945.739976090922	12.985823369210008	-0.9858233692100082	2.26519331073495	3.9755382222946314	0.1060507505733773	0.07193174295285878	0.2223367315015545	0.0326703020271196	1.9551590297917134	0.07511615968043941	-4945.739976090922	-922.3574719519911	-174.52038869720616
60000	-5898.019473597842	-1105.3720274804023	-4792.64744611744	13.255236353667916	-1.2552363536679163	2.4359448876106224	3.8259365740588325	0.11235923912402693	0.07623440348097309	0.24407176076822662	0.028755651651763723	2.1730869427119464	-0.031330976977420565	-4792.64744611744	-922.3574719519911	-179.9901556343533
70000	-5775.831204594654	-1092.6017596577403	-4683.229444936914	14.15405417213076	-2.15405417213076	2.8050659173961923	3.6948383786017196	0.09343490446686652	0.05300410302124474	0.15313903053267816	0.0200417772570315	1.941238352020882	0.12000529779540126	-4683.229444936914	-922.3574719519911	-168.48933714044827
80000	-5757.550399300489	-1085.4111363254908	-4672.139262974998	13.435219008069662	-1.4352190080696623	2.3477506828773933	4.048194182849311	0.105683438910347	0.05392703370787232	0.1351386524122266	0.025152042044127826	1.7344843075815528	0.07972635199179884	-4672.139262974998	-922.3574719519911	-161.49769370357248
90000	-5690.732219493777	-1088.7962492579522	-4601.935970235825	13.458713741695417	-1.4587137416954175	2.4197830570301138	4.077387610629497	0.10946230471386188	0.058767143967692434	0.141257642427636	0.023161298226591232	1.7915735297232627	-0.08517179300854513	-4601.935970235825	-922.3574719519911	-164.62004584423593
100000	-5677.486537621002	-1083.4812568920943	-4594.005280728908	13.866386522431876	-1.8663865224318759	2.03985712643925	3.5251243180700604	0.13278853960185275	0.05370270022426819	0.10103109731567766	0.02420423294211359	1.63479540489256	-0.045336641680039425	-4594.005280728908	-922.3574719519911	-159.94254730436947
110000	-5675.658804552482	-1105.269560275142	-4570.38924427734	15.64333442354171	-3.6433344235417096	3.4508928625336117	3.442233718245995	0.10793485025434564	0.04493589922923233	0.09027723145076047	0.01773867221983581	1.6976436458215345	-0.03392985941847313	-4570.38924427734	-922.3574719519911	-181.52913477941047
120000	-5691.759246678954	-1108.7692339529763	-4582.990012725977	14.379909452505773	-2.379909452505773	3.475841703096788	4.046220179265927	0.09013524993243115	0.03754632351651783	0.06433212954065039	0.017612516801618947	1.5773595029467837	-0.03367939175825548	-4582.990012725977	-922.3574719519911	-185.31373903104836
130000	-5705.751156629302	-1115.6818727099237	-4590.069283919379	14.935618407696628	-2.9356184076966283	3.4550678656190708	3.434636707051456	0.09206826709113716	0.03487798594864762	0.050957347942519604	0.017788786656637745	1.3515313072002637	-0.09236069973854498	-4590.069283919379	-922.3574719519911	-192.52910945091853
140000	-5717.853666032731	-1125.7066723196322	-4592.146993713099	14.86213472934525	-2.86213472934525	2.672926211386316	3.8945925536328425	0.11581341444489031	0.02549675822936923	0.03364243872193789	0.014752041063555347	1.2831906056263434	-0.0560244952229282	-4592.146993713099	-922.3574719519911	-203.2394166720217
150000	-5674.200797433175	-1120.6319732921454	-4553.568824141029	15.851041862777393	-3.851041862777393	4.010734195447171	3.884644030153551	0.11416869339299691	0.03346436922377856	0.07051186615209856	0.013456978336309516	2.1254728205197795	0.05994903916025163	-4553.568824141029	-922.3574719519911	-196.97122836510718
160000	-5684.513306633905	-1125.6775330397738	-4558.835773594131	14.55559048669466	-2.55559048669466	3.539295805030525	3.811739308795782	0.10647816365760153	0.03044303596594471	0.03868840795480392	0.016525529854684917	1.4713185287801123	0.04977270494916916	-4558.835773594131	-922.3574719519911	-202.56716562233956
170000	-5647.872378911227	-1150.014585276489	-4497.857793634738	16.38673764140112	-4.386737641401119	5.449589457657725	3.8759814958931886	0.11339922322356294	0.022671807004833934	0.04044672231830535	0.00915408302262122	1.7335806964729374	0.025379285945687217	-4497.857793634738	-922.3574719519911	-226.62205099496128
180000	-5670.385299529358	-1166.1910134261823	-4504.194286103176	15.38145834907915	-3.38145834907915	5.666353404085528	4.7185200280738036	0.10708826263176509	0.018936887781641737	0.028741343317326605	0.009688184471088273	1.4285009272350147	0.1394974345621467	-4504.194286103176	-922.3574719519911	-242.9323971293244
190000	-5645.030681089009	-1167.4043389597493	-4477.62634212926	17.586537079691723	-5.586537079691723	6.223843090680608	4.369642681305739	0.10649358213619937	0.019436033681886313	0.03378965517663494	0.009306547570195368	1.3253466535464904	0.06919438759593	-4477.62634212926	-922.3574719519911	-243.9635880241144
200000	-5681.073805306715	-1183.2533028165453	-4497.82050249017	16.657589409586443	-4.657589409586443	7.40594037823146	4.352648913202835	0.10951908827080972	0.014769151325710491	0.018720839729139245	0.0075729544900146085	1.2681264674687693	-0.011578909882428651	-4497.82050249017	-922.3574719519911	-260.1893019116317
210000	-5692.933696656396	-1189.1205187738099	-4503.813177882586	16.55767768643158	-4.557677686431582	7.381895986321303	4.916526063708824	0.10811777643625621	0.014303575606902383	0.01905609914194698	0.007438681881043316	1.2146381781460742	-0.011431284711005327	-4503.813177882586	-922.3574719519911	-265.9270149589396
220000	-5692.2329322124115	-1199.4624322203983	-4492.770499992013	19.49037200509083	-7.49037200509083	7.919606215535898	3.8460955421244454	0.10916706396857168	0.014702994880306654	0.026622130149086983	0.006792091391667354	1.540613682294434	0.053425691463362165	-4492.770499992013	-922.3574719519911	-276.3074708756132
