# BEAST v1.10.0 Prerelease #VEME2017
# Generated Tue Jul 10 14:27:40 UTC 2018 [seed=666]
# -beagle_scaling always -overwrite -threads 2 -beagle_SSE -beagle_instances 2 -seed 666 -errors 1000 P01S1_RC_Const.xml
# keywords: discretized_branch_rates
state	posterior	prior	likelihood	treeModel.rootHeight	age(root)	constant.popSize	kappa	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	treeLikelihood	branchRates	coalescent
0	-12346.87215202303	-1048.5314871678206	-11298.34066485521	13.012374690991464	-1.0123746909914644	1.0	2.0	0.5	1.0	0.3333333333333333	1.0228630960857947	0.3485108131242069	-0.0491381985882242	-11298.34066485521	-922.3574719519911	-99.31654407782749
10000	-6827.943779842772	-1123.310755662507	-5704.633024180264	13.401637308140275	-1.401637308140275	2.3664471486731657	3.7876820983648436	0.12137080055163543	0.20061380277421342	0.5343677462284107	0.05815382918287523	2.41229052743644	-0.07483319557201618	-5704.633024180264	-922.3574719519911	-191.4620991757485
20000	-6445.933867766019	-1096.1049977448563	-5349.828870021162	13.536726992208758	-1.5367269922087576	2.478775293639094	3.341356055182055	0.12393178464177268	0.1398602856736034	0.3435455986469327	0.04483176430995447	2.286938600858852	-0.0545478958494979	-5349.828870021162	-922.3574719519911	-167.9939004805909
30000	-6142.260293661092	-1090.9087050367796	-5051.351588624312	12.709697121397632	-0.7096971213976317	2.616045065544439	3.547474658691291	0.1221472265088438	0.0903868201389801	0.1834774457467898	0.03970656115627104	1.8254438003846203	0.03709164708564846	-5051.351588624312	-922.3574719519911	-165.58979586065038
40000	-5977.293683715327	-1087.5651907179406	-4889.728492997386	12.911261359600962	-0.911261359600962	2.36640014652392	3.47160443211325	0.12202659807329741	0.07252079937047153	0.11940884519007092	0.031073068491776337	1.4808373798003103	-0.0609538163435446	-4889.728492997386	-922.3574719519911	-163.1953673210971
50000	-5903.268907918576	-1088.9452561184196	-4814.323651800156	13.990233068170342	-1.9902330681703422	2.2470280939738543	3.8337801845142647	0.13257258437534597	0.06397231757377264	0.09568231904853171	0.029920101490979303	1.3648778931933636	-0.01555639266808252	-4814.323651800156	-922.3574719519911	-164.8154057116408
60000	-5804.066636218572	-1087.9532609852993	-4716.113375233273	15.336615629262539	-3.336615629262539	2.200190871632065	3.395639596324268	0.12682949148297293	0.06306547398178523	0.11789563223536208	0.02381152563558686	1.514032105000891	-0.03214501852504249	-4716.113375233273	-922.3574719519911	-163.87804190585678
70000	-5785.969809402784	-1086.481496038144	-4699.48831336464	14.222815101668324	-2.222815101668324	2.2345957480749066	3.4437100438043937	0.12790865232552576	0.05855873859416665	0.0996087286547874	0.02363843704533017	1.4151652726988833	0.03775318763014631	-4699.48831336464	-922.3574719519911	-162.71971524864196
80000	-5780.459814163628	-1095.6562200176616	-4684.803594145967	13.547562351341675	-1.547562351341675	1.8946264966181086	3.9888230311680437	0.12076770786977202	0.04544811905860825	0.0759320164944585	0.021965057305516067	1.7006339935759685	-0.012415233881509167	-4684.803594145967	-922.3574719519911	-172.5858223284516
90000	-5767.242396832449	-1098.7848940826184	-4668.45750274983	13.766208915326576	-1.766208915326576	2.7758108727552857	3.677130444540924	0.1217556921462843	0.043430259326384044	0.07210352259305361	0.020771478736932997	1.357873518366951	-0.02382153930479615	-4668.45750274983	-922.3574719519911	-175.49823540754403
100000	-5747.07992330048	-1101.161284777314	-4645.918638523166	14.832254101941487	-2.832254101941487	2.985876868201758	3.4248297585994427	0.11330343300520875	0.03442871849215584	0.07499983634189862	0.018632267504102212	1.5112353139094192	-0.028369473208775975	-4645.918638523166	-922.3574719519911	-178.2558450583203
110000	-5736.80333794614	-1097.9709931137884	-4638.832344832352	13.889377528576667	-1.8893775285766665	2.466035844013323	3.3982951019537526	0.12798535365294297	0.03397878515926446	0.05388911185497811	0.019971183185685852	1.3034273035147204	-0.014598796635226036	-4638.832344832352	-922.3574719519911	-175.3861470021091
120000	-5719.690756777892	-1086.333573019181	-4633.357183758711	13.947754534335012	-1.9477545343350116	2.2373830844832816	3.2902651764629165	0.11174227083090514	0.04030257418833536	0.08104214912468011	0.018561904211280955	1.608597658604907	0.07415874145283115	-4633.357183758711	-922.3574719519911	-163.52280263780884
130000	-5699.271235839738	-1087.3369238113041	-4611.934312028435	14.052544519855298	-2.0525445198552976	2.5446785653995794	2.935797623538052	0.11345640387407178	0.044359886474183256	0.07022640202872799	0.019097003712160193	1.3299595881371205	-0.0051652812834228614	-4611.934312028435	-922.3574719519911	-164.32624750195046
140000	-5711.333172774973	-1064.680600974091	-4646.652571800882	13.841089142048903	-1.8410891420489026	1.6851837017189353	4.2778238836264455	0.1373695789478688	0.047519950710911946	0.07116525914595961	0.021906787014768433	1.3024041826389028	-0.046930823678462574	-4646.652571800882	-922.3574719519911	-141.60551708569537
150000	-5700.522034223507	-1075.1961633643116	-4625.325870859196	14.192309714922215	-2.1923097149222155	1.7001610868044532	3.896333646649768	0.13034847563878602	0.0534921187284011	0.0988193478410761	0.02195592944641195	1.4902238960012195	-0.06213121380620779	-4625.325870859196	-922.3574719519911	-151.82477742334902
160000	-5692.323038170654	-1070.0913875146898	-4622.231650655965	13.67765058246177	-1.6776505824617693	1.8914736068888818	3.2370444614789244	0.11288186634196709	0.051644809215902525	0.09059136833858353	0.019742895280028216	1.4622149294217475	-0.026104734569959098	-4622.231650655965	-922.3574719519911	-147.0497529090105
170000	-5699.356476472884	-1070.6443298240995	-4628.712146648785	13.697988116931317	-1.6979881169313167	1.752055113421867	3.447923886799096	0.10837285215531597	0.059269282884246724	0.12046187998629607	0.020856392740486736	1.5994849124303843	0.027774995601998975	-4628.712146648785	-922.3574719519911	-147.1510107695964
180000	-5726.885206386741	-1078.022498083816	-4648.862708302925	14.083701369537978	-2.0837013695379785	2.136250883517853	4.3285836999416105	0.11714323043081347	0.051985052103635666	0.1098940140420878	0.019357782140924876	1.6680689454874882	-0.011650373990817623	-4648.862708302925	-922.3574719519911	-154.32617246116362
190000	-5714.701274511786	-1078.731813429284	-4635.969461082502	14.226487970263559	-2.226487970263559	1.78653881917755	3.4260242279818773	0.109313369632894	0.05582563840638026	0.10814404723759845	0.020448421263292972	1.550273890791263	-0.07081180389188026	-4635.969461082502	-922.3574719519911	-155.37085515774
200000	-5674.244583839744	-1067.894870500683	-4606.349713339061	13.214797621672169	-1.2147976216721688	2.114071438306427	3.721822617327737	0.11289075641045751	0.07431187161448659	0.24319232747255423	0.023136668175473205	2.100405374363542	0.05320249735486585	-4606.349713339061	-922.3574719519911	-143.2664907069868
210000	-5676.875652640247	-1062.9066607542684	-4613.9689918859785	13.05884742024298	-1.05884742024298	1.8004966165293155	3.814804208155142	0.11625787752385726	0.06821049360771243	0.1727424020884932	0.021886099394448386	1.8537851566173265	-0.02610830578299436	-4613.9689918859785	-922.3574719519911	-138.8244136940493
220000	-5676.98534265507	-1056.7686206018952	-4620.216722053175	13.3513705990369	-1.3513705990368994	1.6144143686332528	3.575383585978147	0.12400157582285196	0.06792043871866209	0.16599500061390512	0.0244044494578072	1.6764746773234904	0.05640225239992284	-4620.216722053175	-922.3574719519911	-132.8653404415515
230000	-5688.847868455226	-1053.3383437279774	-4635.509524727248	12.985950497646419	-0.9859504976464191	1.6072739767705821	3.1420565324600958	0.11831176614802981	0.053632496971942674	0.10706726579884208	0.0232784841882885	1.6235167713929053	-0.060449488216578716	-4635.509524727248	-922.3574719519911	-130.46336767089912
240000	-5697.099626901278	-1074.1741670057725	-4622.925459895505	14.265029800736949	-2.265029800736949	1.7662101899652396	4.066231408942507	0.11361153634343332	0.054553890198268444	0.1272777625903137	0.02026811196549332	1.6961618020334124	-0.04488959732536853	-4622.925459895505	-922.3574719519911	-150.60358877689112
250000	-5693.194366650618	-1069.8650734711973	-4623.32929317942	13.21884400378803	-1.2188440037880302	1.6163053124927065	3.6412363666678846	0.11212272374324135	0.053383346540596954	0.10882081285903919	0.02293638188814109	1.5669154947035895	-0.05142156594285184	-4623.32929317942	-922.3574719519911	-146.74185894865172
260000	-5691.143972778806	-1074.7993991830629	-4616.344573595743	13.3805050827518	-1.3805050827517995	1.9874637490055456	3.2601143939662585	0.10332787228649376	0.03796117254429513	0.05982870105143296	0.01990107503025596	1.4134374801910294	-0.004060411836551133	-4616.344573595743	-922.3574719519911	-152.35882898209712
